"","city_w3","a1_w3","a4_w3","a6a_w3","a20a_w2","a20b_w2","a20c_w2","a20d_w2","a20e_w2","a21a_w2","a21b_w2","a21c_w2","a21d_w2","a21e_w2","b11a_w2","b11b_w2","b11c_w2","b11d_w2","b11e_w2","d12a_w2","d12b_w2","d12c_w2","d12d_w2","d12e_w2","d13a_w2","d13b_w2","d13c_w2","d13d_w2","d13e_w2","d14a_w2","d14b_w2","d14c_w2","d14d_w2","e17a_w2","e17b_w2","e17c_w2","e17d_w2","e17e_w2","k7_w3","sector1_w3","sector2_w3","sector3_w3","sector4_w3","sector5_w3","pa_w3","pt_w3","age_w3"
"639","Hangzhou",1,1,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,30,0,0,0,1,0,"b","",36
"640","Hangzhou",1,1,15,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,35,0,1,0,0,0,"","b",44
"641","Hangzhou",1,1,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,45,0,0,0,1,0,"","b",44
"642","Hangzhou",1,0,12,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,20,0,1,0,0,0,"","b",44
"643","Hangzhou",1,1,10,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,45,0,1,0,0,0,"b","",55
"644","Hangzhou",1,0,16,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40,0,1,0,0,0,"b","",41
"645","Hangzhou",1,0,12,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,60,0,0,1,0,0,"b","",52
"646","Hangzhou",0,1,15,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,60,0,0,1,0,0,"","b",39
"647","Hangzhou",1,0,12,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,18,0,1,0,0,0,"","a",43
"648","Hangzhou",1,1,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,25,0,0,0,1,0,"","b",44
"649","Hangzhou",1,0,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,45,0,0,0,1,0,"b","",51
"650","Hangzhou",1,1,15,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30,0,0,0,1,0,"a","",51
"651","Hangzhou",1,1,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40,1,0,0,0,0,"b","",37
"652","Hangzhou",1,1,16,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,40,1,0,0,0,0,"","a",39
"653","Hangzhou",1,0,9,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,16,1,0,0,0,0,"","b",40
"654","Hangzhou",1,1,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40,1,0,0,0,0,"","b",47
"655","Hangzhou",1,1,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40,1,0,0,0,0,"","a",52
"656","Hangzhou",1,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,20,1,0,0,0,0,"b","",37
"658","Hangzhou",1,1,15,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,25,0,0,1,0,0,"","b",38
"659","Hangzhou",1,1,12,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,0,"","b",51
"660","Hangzhou",1,1,15,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,30,0,1,0,0,0,"","a",41
"661","Hangzhou",1,1,9,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,20,1,0,0,0,0,"b","",57
"662","Hangzhou",1,1,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,55,0,1,0,0,0,"b","",38
"663","Hangzhou",1,0,12,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,25,1,0,0,0,0,"a","",48
"677","Wenzhou",1,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,30,0,0,1,0,0,"","a",43
"678","Wenzhou",1,0,7,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,80,0,0,0,0,1,"","a",44
"679","Wenzhou",1,1,15,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,27,0,0,1,0,0,"a","",35
"681","Wenzhou",1,1,11,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,24,1,0,0,0,0,"b","",43
"682","Wenzhou",1,1,11,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,100,0,0,1,0,0,"","b",51
"683","Wenzhou",1,1,14,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,24,0,0,1,0,0,"","a",33
"684","Wenzhou",1,0,16,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55,0,1,0,0,0,"","b",48
"685","Wenzhou",1,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,25,0,0,1,0,0,"a","",54
"688","Wenzhou",0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40,1,0,0,0,0,"b","",45
"689","Wenzhou",1,0,12,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,55,0,0,0,0,1,"","b",49
"690","Wenzhou",1,0,10,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,50,1,0,0,0,0,"","b",62
"691","Wenzhou",1,0,8,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,50,1,0,0,0,0,"b","",45
"692","Wenzhou",1,1,16,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,180,0,0,0,1,0,"a","",58
"695","Wenzhou",0,0,10,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,30,0,0,1,0,0,"","a",51
"698","Wenzhou",0,0,14,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,250,1,0,0,0,0,"","a",34
"702","Wenzhou",0,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,35,0,0,0,0,1,"b","",46
"703","Wenzhou",1,0,9,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,20,0,1,0,0,0,"a","",57
"704","Wenzhou",1,1,7,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,35,0,1,0,0,0,"a","",46
"706","Wenzhou",1,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,25,0,0,0,0,1,"","a",51
"708","Wenzhou",1,0,12,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,25,0,0,0,0,1,"","a",66
"711","Wenzhou",1,0,9,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,60,0,1,0,0,0,"b","",49
"712","Wenzhou",1,0,9,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,30,0,0,0,0,1,"a","",50
"713","Wenzhou",1,0,13,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,30,1,0,0,0,0,"b","",43
"715","Wenzhou",1,0,18,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,25,0,1,0,0,0,"","a",42
"718","Wenzhou",1,0,8,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,30,0,0,1,0,0,"a","",46
"720","Wenzhou",1,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0,0,1,0,0,"b","",47
"721","Wenzhou",1,1,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,20,0,1,0,0,0,"b","",55
"722","Wenzhou",1,0,11,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,30,0,0,1,0,0,"","a",58
"723","Wenzhou",1,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,30,0,0,0,0,1,"","b",34
"724","Wenzhou",0,1,11,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,20,0,0,1,0,0,"","b",42
"725","Wenzhou",1,0,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,35,0,1,0,0,0,"a","",39
"726","Wenzhou",1,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,70,0,0,1,0,0,"b","",34
"731","Wenzhou",1,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40,0,0,0,0,1,"","b",42
"732","Wenzhou",0,1,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,48,0,0,0,0,1,"","b",48
"733","Wenzhou",0,1,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0,0,1,0,0,"","b",48
"735","Wenzhou",1,1,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,30,1,0,0,0,0,"b","",66
"737","Wenzhou",1,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,1,0,0,0,0,"b","",48
"742","Wenzhou",1,1,6,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,30,0,0,0,0,1,"a","",52
"743","Wenzhou",1,0,8,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,20,0,0,1,0,0,"b","",40
"745","Wenzhou",1,1,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,25,0,1,0,0,0,"","a",40
"746","Wenzhou",1,0,11,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,30,0,1,0,0,0,"a","",36
"747","Wenzhou",1,0,10,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,35,0,0,1,0,0,"a","",40
"754","Wenzhou",1,0,11,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,30,1,0,0,0,0,"","a",44
"755","Wenzhou",1,0,15,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,25,0,1,0,0,0,"","b",39
"757","Wenzhou",1,0,11,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,80,1,0,0,0,0,"","b",43
"758","Wenzhou",1,1,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,35,0,1,0,0,0,"b","",64
"760","Wenzhou",1,0,11,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,60,1,0,0,0,0,"a","",42
"761","Wenzhou",1,0,9,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,35,0,0,0,0,1,"a","",53
"764","Wenzhou",1,0,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0,0,0,0,1,"","a",47
"765","Wenzhou",1,0,12,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,100,0,0,0,0,1,"","a",42
"766","Wenzhou",1,0,12,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,20,0,0,0,0,1,"","a",45
"768","Wenzhou",1,0,9,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,28,0,0,0,0,1,"a","",42
"771","Wenzhou",1,0,12,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,20,0,0,0,0,1,"b","",38
"775","Wenzhou",1,0,11,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,20,1,0,0,0,0,"","a",52
"776","Wenzhou",1,1,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,20,0,1,0,0,0,"","b",40
"778","Wenzhou",1,0,12,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,20,0,0,0,0,1,"","b",47
"779","Wenzhou",1,1,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28,0,0,0,0,1,"a","",49
"780","Wenzhou",1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,45,0,1,0,0,0,"b","",43
"782","Wenzhou",1,0,12,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,1,0,0,0,0,"","a",45
"784","Wenzhou",1,0,9,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,30,0,1,0,0,0,"","a",47
"785","Wenzhou",1,1,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,90,0,0,1,0,0,"b","",42
"786","Wenzhou",0,1,16,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,60,0,1,0,0,0,"b","",37
"787","Wenzhou",1,0,15,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,45,0,1,0,0,0,"b","",38
"788","Wenzhou",1,1,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0,1,0,0,0,"","b",57
"789","Wenzhou",1,1,15,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,45,1,0,0,0,0,"","b",46
"791","Wenzhou",1,0,15,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,50,0,1,0,0,0,"a","",44
"792","Wenzhou",1,0,15,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,60,0,1,0,0,0,"b","",46
"793","Wenzhou",1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,50,0,1,0,0,0,"a","",43
"794","Wenzhou",1,0,14,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,45,0,0,0,0,1,"","b",45
"795","Wenzhou",1,0,11,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,25,0,1,0,0,0,"","b",56
"796","Wenzhou",1,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0,1,0,0,0,"","b",52
"797","Wenzhou",1,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,40,0,1,0,0,0,"b","",35
"799","Wenzhou",1,1,14,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,95,0,0,0,1,0,"a","",42
"800","Wenzhou",1,0,15,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,20,0,1,0,0,0,"","a",42
"802","Wenzhou",1,1,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,35,1,0,0,0,0,"","b",39
"803","Wenzhou",1,0,9,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,30,1,0,0,0,0,"b","",51
"804","Wenzhou",1,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,90,0,1,0,0,0,"b","",42
"805","Wenzhou",1,1,12,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,50,0,1,0,0,0,"b","",49
"807","Wenzhou",1,0,12,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,30,1,0,0,0,0,"","a",44
"808","Wenzhou",1,0,12,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,30,1,0,0,0,0,"","b",50
"809","Wenzhou",0,1,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45,1,0,0,0,0,"b","",34
"810","Wenzhou",1,0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,40,1,0,0,0,0,"a","",47
